TwitterID,UserName,TweeterHandle,UserID,RetweetCount,FollowerCount,FriendCount,TweetText,TweetLanguage,Location,Time,TweetSourceType,Sentiment,ConfidencePositiveSen,ConfidenceNeutralSen,ConfidenceNegativeSen,TranslatedText,UAEInterest
1457044364073467906,Bloodymerry38,bloodymerry38,1372093688185122819,3,0,1,"RT @NARESHM56636177: @AllCBSENews #term1online #cbseterm1online 
Don't put our life in risk becz still corona have not gone",en,,2021-11-06 17:57:01.000,COVID,negative,0.00,0.01,0.99,NULL,0
1457104773099016200,Robert Kugler,Rob3rtKugler,956575813251592192,120,38,433,"RT @ZDFheute: Risklayer zu Corona-Daten: ""Es helfen nur einheitliche Entscheidungen"" https://t.co/3UbapIiR4A",de,Alb-Donau-Kreis,2021-11-06 21:57:04.000,COVID,neutral,0.03,0.95,0.02,RT @ZDFheute: Risklayer on Corona data: Only uniform decisions help https://t.co/3UbapIiR4A,0
1457403961280012314,Eric Moore,EricMoo91919605,841023932694171648,3,8246,8113,"RT @OptimisticCon: Hmm. Vax has been fine for many but higher-risk for younger males.
If common denominator were something other than COVID…",en,,2021-11-07 17:45:56.000,COVID,negative,0.00,0.00,1.00,NULL,0
1457419063492321291,Nounounath21,nounounath21,1380065801395437570,327,31,84,"RT @DocteurPEB1: L'injection de ces produits expérimentaux chez les enfants de 5 à 11 ans
est 100 fois plus dangereuse que le risque COVID…",fr,"Dijon, France",2021-11-07 18:45:56.000,COVID,negative,0.00,0.00,1.00,"RT @DocteurPEB1: Injection of these investigational products in children aged 5 to 11 years
is 100 times more dangerous than the COVID risk...",0
1457572941311451136,Peer Groß,GroPeer,1181911744404492289,0,25,143,"Liebe CORONA Warn-App.
Mir am 07.11. um 22.37 mitzuteilen, dass ich am 25.10. irgendwann irgendwie eine Risikobegegnung hatte, ist glattweg nutzlos. Inzwischen hatte ich Kontakt mit ca. 20 Schulungsteilnehmern aus dem ganzen Osten. Und meinen Kollegen mit eigenen Teilnehmern.
🤔",de,,2021-11-08 04:57:24.000,COVID,negative,0.01,0.22,0.77,"Dear CORONA Warning App.
Telling me on 07.11. at 22.37. that I had somehow a risk encounter on 25.10. is completely useless. In the meantime I had contact with about 20 training participants from all over the East. And my colleagues with their own participants.
??",0
1457857051510644736,Thomas B,ThomasB57121856,1086983930715213829,9630,705,347,"RT @disclosetv: JUST IN - U.S. researchers investigating heart-related risks linked to the #COVID19 shots. They are exploring several ""emer…",en,Michigan,2021-11-08 23:46:21.000,COVID,negative,0.00,0.05,0.95,NULL,0
1457872155807522821,M@rcel,Marcel484068803,1343585992641548292,49,1305,3738,"RT @ZazuTheDog: 2 OF 3
Conference: ""Ivermectin Is Insanely Effective

Taking it makes your risk of getting very sick from COVID to NEAR ZER…",en,Nederland,2021-11-09 00:46:22.000,COVID,negative,0.01,0.00,0.99,NULL,0
1457890112549888003,WelingelichteKringen,welingelicht,85547141,0,24984,7617,‘Ga er niet heen’: VS zetten Nederland op hoogste risiconiveau corona https://t.co/0hxWWb5oQg,nl,,2021-11-09 01:57:43.000,COVID,negative,0.00,0.00,1.00,Dont go there: US put the Netherlands at highest risk level corona https://t.co/0hxWWb5oQg,0
1457932568066543617,Pi$$ed off 90% Plus of the population,infinite_ink,30797845,0,340,334,"@SeanPlunket In normal times I would agree. But when the risk of passing on  Covid, all bunched in a group from all over the country, likely to send it back to every corner is what is likely to happen. There are better ways.",en,"Napier , New Zealand",2021-11-09 04:46:25.000,COVID,mixed,0.46,0.03,0.51,NULL,0
1457950524318306305,KwatschkramTV 📽📺🤘 🌹 🚴‍♀️,kwatschkramtv,1359426449825005571,77,133,529,"RT @risklayer: 112 🪦 in #DEU 🇩🇪
19.990 #Corona Fälle

08/11 22U
310k Akt. (-0,5%)

7-T~219 (+11)
SN=512 +14
TH=445 +7
BY=361 +32
BW=257 +18…",de,"Oldenburg (Oldenburg), Deutsch",2021-11-09 05:57:47.000,COVID,neutral,0.00,1.00,0.00,"RT @risklayer: 112 ?? in #DEU ????
19.990 #Corona Fälle

08/11 22U
310k Akt. (-0,5%)

7-T~219 (+11)
SN=512 +14
TH=445 +7
BY=361 +32
BW=257 +18…",0
1457962773443317762,n a r e l l e 🌹RF,ensquaredx2,3073810256,2,532,1737,"RT @Kukicat7: Researchers Warn Some Covid-19 Vaccines Could Increase Risk Of HIV Infection
https://t.co/g6Yv14Kjbo",en,"Sydney, New South Wales",2021-11-09 06:46:27.000,COVID,negative,0.00,0.00,1.00,NULL,0
1457980723969904642,Poser,Poser33683416,1153274427116838912,360,647,1353,"RT @paul_schreyer: Am 2.11. hat das RKI in aller Stille den Satz gestrichen, dass ""durch die Impfung das Risiko einer Virusübertragung"" so…",de,,2021-11-09 07:57:47.000,COVID,negative,0.00,0.00,1.00,"RT @paul_schreyer: On 2.11., the RKI quietly deleted the sentence that through vaccination the risk of virus transmission so...",0
1457992980938338310,Jack Harper(Oblivion) MSc ED MSc OT,Hae_Gar,1294757487216918528,9,51,86,RT @birb_k: “COVID-19 Vaccine Risks in Children - Geert Vanden Bossche Speaks”. Nov 6. Attached a short clip starting 55:40. Recommend watc…,en,United States,2021-11-09 08:46:29.000,COVID,mixed,0.51,0.12,0.37,NULL,0
1458023188055699462,Frankie The PoD,The_Truth_II,834434524801036288,4,3623,3587,"RT @JeremyVineOn5: ""We went to work every morning putting our lives at risk in the beginning - it's just been disregarded.""

Louise Akester…",en,"Praia da Luz,  Portugal ",2021-11-09 10:46:31.000,COVID,negative,0.00,0.00,1.00,NULL,0
1458083600885223434,Crois Sebastien,CroisSebastien,1075070191413968896,754,358,298,RT @SJallamion: Covid-19 : les vaccins à ARN Messager accroissent bien les risques de myocardite et péricardite selon une étude réalisée en…,fr,Vendée,2021-11-09 14:46:34.000,COVID,negative,0.00,0.05,0.95,RT @SJallamion: Covid-19: Messenger RNA vaccines increase the risk of myocarditis and pericarditis according to a study carried out in...,0
1458128912672772100,Moleculin Biotechwatchers,MoleculinBiote2,1455679147129376778,0,23,440,"@disclosetv So much optimism around “new” Covid therapies. Have people forgotten HIV resistant strains that emerged when HIV (an RNA virus like Covid) was exposed to these antivirals. How about side effects? Harsh side effects likely mean poor compliance, increasing risk of resistant strains",en,,2021-11-09 17:46:38.000,COVID,mixed,0.36,0.04,0.60,NULL,0
1458161967521271820,Ritterin von der Kokosnuss,RitterinVomNi,1378323131509698566,0,287,1136,"@NickyAnnB_ @berlinerzeitung Ist die @berlinerzeitung schon in #Querdenker-Hand? Hatte nach dem EM Spiel, bei dem Eriksson den Infarkt hatte aus Interesse gegoogelt. Das ist leider gar nicht so selten. Schon lange vor Corona. Ich war aufrichtig entsetzt. Für Clickbait für weitere Verunsicherung zu sorgen: 🤢",de,Deutschland,2021-11-09 19:57:59.000,COVID,negative,0.05,0.02,0.93,"@NickyAnnB_ @berlinerzeitung Is the @berlinerzeitung already in #Querdenker hands? Had googled after the European Championship game, in which Eriksson had the infarction out of interest. Unfortunately, this is not so rare. Long before Corona. I was genuinely horrified. To cause further uncertainty for clickbait: ??",0
1458207280164442112,Hannelore Peti,hummelchen345,824760149269168130,0,4574,4371,"Zur Corona  wurde von der Politik kein Klartext gesprochen, es ging halt um die Wahl.
Warum werden nach wie vor Fachleute nicht gehört oder zu wenig.Das Rumgeeier verunsichert die Menschen  und führt zu Negativdiskussionen und Unsicherheit.",de,"Berlin, Deutschland",2021-11-09 22:58:02.000,COVID,negative,0.01,0.10,0.89,"On the Corona, politics did not speak plainly, it was just about the election.
Why are experts still not heard or too little? The rum vulture unsettles people and leads to negative discussions and uncertainty.",0
1458279951413571588,Dragonfly Dancer,dragonflylibrar,271195508,0,224,1531,"@DonBryant55 @BradleyWhitford So at what number do child deaths become unacceptable? How many children have to die? How many families have to grieve before COVID is considered dangerous? 

What the f**k is wrong with people who believe 700 dead kids is an acceptable risk? So f**king ghoulish",en,Texas,2021-11-10 03:46:48.000,COVID,mixed,0.10,0.09,0.81,NULL,0
1458343210863009792,Medusa,Medusa44343642,1368086155195990016,168,22,96,"RT @risklayer: 05.10.2021 = 4.402 ges. #Corona Intensiv und Stationär in #Deutschland.
12.10.2021 = 4.519
19.10.2021 = 4.946
26.10.2021 = 6…",de,,2021-11-10 07:58:10.000,COVID,neutral,0.00,1.00,0.00,"RT @risklayer: 05.10.2021 = 4.402 total #Corona Intensive and inpatient in #Deutschland.
12.10.2021 = 4,519
19.10.2021 = 4,946
26.10.2021 = 6...",0
1458461248559923206,kittymiss14,kittymiss141,1167927149971562496,268,530,849,"RT @ch_coulon: Covid-19 : les vaccins à ARN Messager accroissent bien les risques de myocardite et péricardite ...les ""complotistes"" l'avai…",fr,France,2021-11-10 15:47:13.000,COVID,negative,0.00,0.01,0.99,RT @ch_coulon: Covid-19: Messenger RNA vaccines increase the risk of myocarditis and pericarditis ... the conspiracy theorists had it...,0
1458494242209341447,SARSLAND-Bewohner,Nurprivathier1,1319185533235548160,30,325,460,RT @risklayer: 3 LKs in #Deutschland über 1.000 7-Tages-Inzidenz (1% Bevölkerung #Corona positiv getestet ohne Dunkelziffer),de,,2021-11-10 17:58:19.000,COVID,neutral,0.15,0.84,0.01,"RT @risklayer: 3 LKs in #Deutschland over 1,000 7-day incidence (1% population #Corona tested positive without unreported cases)",0
1458521663075667973,IrOnLivier,IrOnlivier,1377895501,212,47,118,"RT @GabinJean3: 😡1/3 Un scandale de plus, raconté ici par le Dr McCullough.
Son article avec Jessica Rose relève le risque de myocardite as…",fr,,2021-11-10 19:47:17.000,COVID,negative,0.00,0.01,0.99,"RT @GabinJean3: ??1/3 One more scandal, told here by Dr. McCullough.
Her article with Jessica Rose notes the risk of myocarditis as...",0
1458615051263397890,Kaja,KaKu011215,1328355596433756160,0,34,356,"@threepwood1990 @JesseVentura86 @Pneumologiker @MMittermeier Ich wohne in Thüringen und hatte bisher auch noch kein Corona. Liegt wohl an einer Mischung aus Glück und Vorsicht. Kenne auch tatsächlich bisher keine Impfdurchbrüche, aber mehrere ungeimpft Infizierte. Nur kurz impfen mit FFP2/3 sollte kein großes Risiko sein.",de,,2021-11-11 01:58:22.000,COVID,mixed,0.29,0.13,0.58,"@threepwood1990 @JesseVentura86 @Pneumologiker @MMittermeier I live in Thuringia and havent had a corona yet. Probably due to a mixture of luck and caution. I dont know any vaccine breakthroughs so far, but several unvaccinated infected people. Only briefly vaccinating with FFP2/3 should not be a big risk.",0
1458690570629619718,Sandra Leurs,sandra_leurs,1292749151420252161,172,856,1017,"RT @risklayer: Über 45.000 neue #Corona Fälle am heutigen #Mittwoch 

Dazu knapp 250 neue #Corona Todesfälle",de,,2021-11-11 06:58:27.000,COVID,negative,0.00,0.32,0.68,"RT @risklayer: Over 45,000 new #Corona cases today #Mittwoch 

In addition, almost 250 new #Corona deaths",0
1458690575507546112,Bratapfel66,bratapfel66,1172924732171309057,24,250,70,"RT @SociusPoliticus: 70 Prozent der als Corona-Toten geführten Fälle geimpfte Personen

Unsicherheiten über die Wirksamkeit der Impfung zei…",de,,2021-11-11 06:58:29.000,COVID,negative,0.00,0.01,0.99,"RT @SociusPoliticus: 70 percent of cases listed as corona deaths vaccinated

Uncertainties about the effectiveness of the vaccination show ...",0
1458718044486782976,Al,Al70738454,1349647518943076353,1,191,350,"RT @noaylucky: 7- ""Agresores sexuales, COVID y caramelos malos. Como pueden evitar tus hijos los riesgos de Halloween.""

Cuidado niños y ni…",es,,2021-11-11 08:47:38.000,COVID,negative,0.00,0.01,0.99,"RT @noaylucky: 7- Sex offenders, COVID and bad candy. How your children can avoid the risks of Halloween.

Babysit and ni...",0
1458733147705655296,Candelariah יליצה y ריצ'רד,SalasC_Mar18,345591848,1,4375,1774,"RT @YOSEquehacer2_: Finanzas con sentido común : "" 10 Mayores riesgos #globales y otras noticias”   ... https://t.co/3XMwmgPlWz #Transforma…",es,Venezuela,2021-11-11 09:47:39.000,COVID,negative,0.02,0.16,0.82,RT @YOSEquehacer2_: Finance with Common Sense: 10 Biggest Risks #globales and Other News ... https://t.co/3XMwmgPlWz #Transforma...,0
1458854009264033794,Angiemkformorehumanity,Angiemk6,1264156756739084288,3,57,359,"RT @SustainHistory: Common #Antidepressant Slashes Risk of #COVID #Death

#Fluvoxamine is both inexpensive and highly effective at preventi…",en,"Saarland, Germany",2021-11-11 17:47:54.000,COVID,negative,0.00,0.01,0.99,NULL,0
1458947327327150083,Simon Reiss,SimonReiss3,1316337690938421253,48,153,431,"RT @risklayer: Tagesendstand 11/11 (mit SH)

Am heutigen #Donnerstag wurden 221 neue #Corona Todesfälle gemeldet. 🕯️🖤
7-Tage-Schnitt: 149…",de,,2021-11-11 23:58:43.000,COVID,negative,0.00,0.05,0.95,"RT @risklayer: Day-to-day score 11/11 (with SH)

As of today#Donnerstag, 221 new #Corona deaths were reported. ?????
7-day average: 149...",0
1459098347755687939,Der süße Hund mit dem Kopftuch,cute_entity1,1407734596435943431,0,64,338,"Dass die Regierung uns durch ihr bewusstes Nichtstun zwingt so zu tun als wäre Corona nicht real und dass wir jeden Tag zur Arbeit müssen, als würden wir damit nicht unsere Gesundheit aufs Spiel setzen, DAS ist die wahre ""cOrOnA-diKtaTur"".",de,,2021-11-12 09:58:49.000,COVID,negative,0.00,0.00,1.00,"That the government, through its deliberate idleness, forces us to pretend that Corona is not real and that we have to go to work every day, as if we were not putting our health at risk, THAT is the true cOrOnA-diKtaTur.",0
1459156100465446913,André L.L. Nogueira,AndrellNogueira,304098736,0,51,65,"@ItsShoTaimu @RooseveltReed3 @ProZD Did your - I assume elderly and thus in a very great risk of dying from covid - die from covid after taking the vaccine that is supposed to protect you from dying from covid, not from getting it?",en,Brazil,2021-11-12 13:48:18.000,COVID,negative,0.00,0.00,1.00,NULL,0
1459219169958891520,HNK,HenkBoes,104446638,1,1308,1010,"RT @MyrtheHilkens: En wat ook echt compleet verwarrend is: ‘dood gaan we allemaal’, als argument om geen vaccin te nemen en Corona te onder…",nl,Amsterdam,2021-11-12 17:58:55.000,COVID,negative,0.00,0.00,1.00,"RT @MyrtheHilkens: And what is also really completely confusing: we are all going to die, as an argument for not taking a vaccine and corona under...",0
1459249368817704968,Herman Marker,hermihd,49335118,32,48,462,"RT @risklayer: 229 🪦 in 🇩🇪
47.956 #Corona Fälle

12/11 20U
403k Akt. (+7%)

7-T~289 (+14)
SN=668 +51
TH=506 +12
BY=499 +28
BW=370 +21
BB=34…",de,,2021-11-12 19:58:55.000,COVID,neutral,0.00,1.00,0.00,"RT @risklayer: 229 ?? in ????
47.956 #Corona Fälle

12/11 20U
403k Akt. (+7%)

7-T~289 (+14)
SN=668 +51
TH=506 +12
BY=499 +28
BW=370 +21
BB=34…",0
1459264471206178825,MinnaLuft/Berlin,LichtMinna,1288530095309836291,97,1088,2329,"RT @risklayer: 7 Landkreise mit einer Inzidenz von über 1.000 (5x Bayern, 2x Sachsen)

Über 1% der Bevölkerung hat sich dort jeweils in ein…",de,,2021-11-12 20:58:56.000,COVID,neutral,0.00,0.96,0.04,"RT @risklayer: 7 districts with an incidence of over 1,000 (5x Bavaria, 2x Saxony)

More than 1% of the population there has moved to a...",0
1459264478319677447,Hans Hansen,alfobello,139116243,122,144,574,"RT @risklayer: Mit den Korrekturen, die wir heute bisher vornehmen mussten, kommen wir auf über 50.000 gemeldete #Corona Fälle für den gest…",de,,2021-11-12 20:58:58.000,COVID,negative,0.03,0.33,0.64,"RT @risklayer: With the corrections we have had to make so far today, we come to over 50,000 reported #Corona cases for the gest...",0
1459506118376493057,Markos,Markos64998316,1419253462928351239,0,86,81,@MayaPisica @fotograafLdmVbg Waarom zouden gezonde mensen voor wie corona totaal ongevaarlijk is hun gezondheid op het spel zetten met een abonement op half werkende experimentele vaccins. Er zijn nog nooit zoveel bijwerkingen nu al gemeld door vaccinatie en dan zijn we pas bij prik 2.,nl,,2021-11-13 12:59:09.000,COVID,negative,0.12,0.01,0.87,@MayaPisica @fotograafLdmVbg Why should healthy people for whom corona is totally harmless put their health at risk with a subscription to half-working experimental vaccines. There have never been so many side effects reported by vaccination and then we are only at jab 2.,0
1459581637419749383,WorldWeather,WorldWeatherApp,1139780453118951424,0,39,155,@matthijsgdj @mwLPee @ryhertzberger Voor Jongeren die gezond zijn is er geen risico met corona. Zelfs als je onder de 50 ben en geen onderliggend hebt overleef je corona,nl,,2021-11-13 17:59:14.000,COVID,positive,0.93,0.01,0.06,"@matthijsgdj @mwLPee @ryhertzberger For young people who are healthy, there is no risk with corona. Even if you are under 50 and have no underlying, you will survive corona",0
1459732651007528964,roxo,roxicology,749192314136961024,51,455,875,"RT @Mom_and_Paul: Wir Familien mit Risikokind sollen uns gefälligst isolieren und anderen dadurch ihre Freiheit lassen.

Corona ist ja schl…",de,"Berlin, Deutschland",2021-11-14 03:59:19.000,COVID,negative,0.18,0.05,0.77,"RT @Mom_and_Paul: We families with high-risk children should isolate ourselves as much as possible and thus give others their freedom.

Corona is...",0
1459762858833633282,Olaf Schöllhorn,oschoellhorn,161607951,9,55,136,"RT @MDRAktuell: Fast ganz Österreich, Tschechien und Ungarn gelten ab heute als Corona-Hochrisikogebiete. Wer nicht geimpft oder genesen is…",de,"Lüchow (Wendland), Deutschland",2021-11-14 05:59:21.000,COVID,negative,0.00,0.05,0.95,"RT @MDRAktuell: Almost all of Austria, the Czech Republic and Hungary are now considered corona high-risk areas. Who is not vaccinated or recovered...",0
1459929006434832395,Felix Frank‏,felis_rex,2936050379,126,555,518,"RT @Mom_and_Paul: Wir Familien mit Risikokind sollen uns gefälligst isolieren und anderen dadurch ihre Freiheit lassen.

Corona ist ja schl…",de,Berlin,2021-11-14 16:59:33.000,COVID,negative,0.18,0.05,0.77,"RT @Mom_and_Paul: We families with high-risk children should isolate ourselves as much as possible and thus give others their freedom.

Corona is...",0
1460019614658797568,turgayaydınn,NnTurgayayd,1104115727118860289,5,145,245,"RT @Adalet198: BilimKurulu CezaevleriRiskli 

Binlerce insan günlerdir uykusuz kaldı mücadele ediyor. Corona salgını bitmedi. 

@drtevfikoz…",tr,,2021-11-14 22:59:36.000,COVID,negative,0.00,0.03,0.97,"RT @Adalet198: Science Fiction PrisonsRiskli 

Thousands of people have been struggling for days without sleep. The Corona epidemic isnt over. 

@drtevfikoz...",0
1460140419417878529,mehmethcr,hacrmehmet3,1171108759168528385,4,157,156,RT @Hakan09189568: @abdulhamitgul Cezaevlerinde  Corona dan ölen insanlar var. İnsanları tekrar bu kadar risk varken çağırmanız Dünya Sağlı…,tr,,2021-11-15 06:59:38.000,COVID,negative,0.00,0.00,1.00,RT @Hakan09189568: @abdulhamitgul There are people dying of Corona in prisons. Calling people back when theres so much risk...,0
1460349253818241027,lisamichelle021,lisamichelle021,1035626376152395779,196,212,814,"RT @btysonmd: So what your saying is all those completely healthy athletes took the risk, got COVID and still could not play? So, is this n…",en,,2021-11-15 20:49:28.000,COVID,negative,0.21,0.00,0.79,NULL,0
1460515388572291075,Get off with his head!,ComRanci,1425360992070946820,0,17,69,"@manzanera90 @324cat ...i es baixa la mascareta, només perquè estan vacunats i pq és pensen que ja no hi ha risc.
3) Sí. Puc ocupar qualsevol llit en qualsevol moment, i és + probable que sigui x un atac de cor, que no pas x contagiar-me de covid.

Ens enreden i molts, es deixen enredar.",ca,,2021-11-16 07:49:38.000,COVID,mixed,0.22,0.19,0.59,"@manzanera90 @324cat ... and the mask is lowered, only because they are vaccinated and pq is they think that there is no longer a risk.
3) Yes. I can occupy any bed at any time, and it is + likely to be x a heart attack, than x infect me with covid.

We get tangled up and many of them get tangled up.",0
1460548271072595969,Holger Zoller,Flensburger1947,476092144,0,1302,2267,"Warum riskieren ""Eingeweihte"" ihren Job?
https://t.co/2ikrM6DQCH",de,Bamberg,2021-11-16 10:00:18.000,COVID,negative,0.00,0.00,1.00,"Why do initiates risk their jobs?
https://t.co/2ikrM6DQCH",0
1460699314024505352,ullamare,ullamare,1263126709135708160,5,793,1249,"RT @risklayer: Tagesendstand 16/11

Am heutigen #Dienstag wurden 294 neue #Corona Todesfälle gemeldet. 🕯️🖤
7-Tage-Schnitt: 187

Dazu 39.288…",de,"Cologne, Germany",2021-11-16 20:00:29.000,COVID,negative,0.00,0.01,0.99,"RT @risklayer: Daily balance 16/11

As of today#Dienstag, 294 new #Corona deaths were reported. ?????
7-day average: 187

In addition, 39,288...",0
1460729511620849670,Janine @home Schneider🌈👬👭❤️🧡💛💚💙💜💖,65_jani,707841704,184,241,201,"RT @risklayer: Tagesendstand 16/11

Am heutigen #Dienstag wurden 294 neue #Corona Todesfälle gemeldet. 🕯️🖤
7-Tage-Schnitt: 187

Dazu 39.288…",de,"near Cologne, Germany",2021-11-16 22:00:29.000,COVID,negative,0.00,0.01,0.99,"RT @risklayer: Daily balance 16/11

As of today#Dienstag, 294 new #Corona deaths were reported. ?????
7-day average: 187

In addition, 39,288...",0
1460729512287784963,Reality First,RealityFirst3,1202851971918712832,7,313,171,RT @ActieveDe: @derots Voor mijn gevoel is het risico op vaccinschade groter dan schade door Corona. Na vaccinatie nog steeds besmettelijk.…,nl,,2021-11-16 22:00:29.000,COVID,negative,0.00,0.00,1.00,RT @ActieveDe: @derots I feel that the risk of vaccine damage is greater than damage from Corona. After vaccination still contagious....,0
1460820135359369222,Shreya 🌼,Shreyadaima,1301084127106494464,1,566,428,RT @Deeply_baatein: Mask khud confuse ho rha hai corona se bachana hai ya pollution se ..,en,Delhi,2021-11-17 04:00:35.000,COVID,negative,0.02,0.31,0.67,NULL,0
1461028894107213824,Aryane Leslay,LeslayAryane,1409449111523311622,2,187,217,"RT @DocteurGonzo4: Les non-vaccinés risquent de provoquer un krach boursier selon la BCE

Si ça c’est pas un argument pour dire à Pfizer et…",fr,,2021-11-17 17:50:07.000,COVID,negative,0.00,0.00,1.00,"RT @DocteurGonzo4: Unvaccinated risk causing stock market crash according to ECB

If thats not an argument to say to Pfizer and...",0
1461046691461799942,Wiesent24,wiesent24,1349617793189163009,1,78,706,RT @derralfbaer: @risklayer Jeder 166igste hat demnach zur Zeit Corona. Das ist Wahnsinn. Von einer bundesweiten durchschnittlichen 500er-I…,de,,2021-11-17 19:00:50.000,COVID,negative,0.00,0.02,0.98,RT @derralfbaer: @risklayer Every 166th person has Corona at the moment. This is madness. From a nationwide average of 500 i...,0
1461076916555989004,RoyaleImperiale,RoyaleImperiale,1172738813019467776,47,74,5006,RT @risklayer: 2 Wochen.... #Corona #Deutschland https://t.co/kjGcSGifk1,de,WorldWide,2021-11-17 21:00:57.000,COVID,neutral,0.02,0.86,0.12,RT @risklayer: 2 weeks.... #Corona #Deutschland https://t.co/kjGcSGifk1,0
1461092013823209477,Ingo Grass,GrassIngo,1056631329314537473,140,261,226,RT @risklayer: 2 Wochen.... #Corona #Deutschland https://t.co/kjGcSGifk1,de,,2021-11-17 22:00:56.000,COVID,neutral,0.02,0.86,0.12,RT @risklayer: 2 weeks.... #Corona #Deutschland https://t.co/kjGcSGifk1,0
1461197738297724932,heribert,heriber06377061,1246873834759819266,62,628,502,"RT @MrJonasDanner: Die Wahrscheinlichkeit, dass wir Ungeimpften in den nächsten 10 Jahren vom Staat ermordet werden, ist höher als das Risi…",de,,2021-11-18 05:01:03.000,COVID,negative,0.00,0.00,1.00,RT @MrJonasDanner: The probability that we unvaccinated people will be murdered by the state in the next 10 years is higher than the risk...,0
1461288354792751108,Dilek Kılıçaslan,CaslanDilek,1360908585073524737,46,97,100,"RT @av_ahmetyildiz: Bir yalanı daha ne kadar göze sokmaları gerekiyor?!

İrlanda'da yetişkin nüfusun %93'ü tam aşılanmasına rağmen Corona s…",tr,,2021-11-18 11:01:07.000,COVID,negative,0.00,0.00,1.00,"RT @av_ahmetyildiz: How much more do they have to risk another lie?!

Although 93% of the adult population in Ireland is fully vaccinated, Corona s...",0
1461542403639152646,zannagirl,zannagirl3,1369918828667236352,609,189,399,"RT @UsforThemUK: ""Experts have been aware that prior infection with Covid may increase the risk of myocarditis following a subsequent vacci…",en,Straya,2021-11-19 03:50:37.000,COVID,negative,0.00,0.01,0.99,NULL,0
1461633025658306565,Ablokefromleven,ablokefromleven,1374796093817556994,24,99,223,RT @Sandeshgulhane: There seems to be confusion amongst some people about me saying being vaccinated does NOT reduce the transmission of CO…,en,,2021-11-19 09:50:43.000,COVID,negative,0.00,0.00,1.00,NULL,0
1461711302850666506,Cato der Jüngere,lllllll68822299,1406905271406968835,0,50,221,"@stagerbn @MGTOW_Germany Hört sich gut an, bis auf die Sache mit der Verhältnismäßigkeit. Pocken und Masernimpfung halten ein ganzes Leben auf hohem Sicherheitsniveau. Bei Corona reden wir bereits von 4 Monaten und auch Geimpfte sind gefährdet und geben die Krankheit weiter.",de,,2021-11-19 15:01:46.000,COVID,negative,0.00,0.00,1.00,"@stagerbn @MGTOW_Germany sounds good, except for the proportionality issue. Smallpox and measles vaccination keep a lifetime at a high level of safety. With Corona we are already talking about 4 months and even vaccinated people are at risk and pass on the disease.",0
1461998262592983044,SÜDKURIER SBH,SUEDKURIER_SBH,18698073,0,1796,148,"""Es ist gerade keine einfache Situation"": Skilift-Betreiber plagt vor dem zweiten Corona-Winter wieder die Ungewissheit https://t.co/JAoJWaBNVr",de,Germany,2021-11-20 10:02:03.000,COVID,negative,0.00,0.00,1.00,Its not an easy situation right now: Ski lift operators are again plagued by the uncertainty https://t.co/JAoJWaBNVr,0
1462040809369448450,Alejandro Rosales,alejandro211952,1329467456,1,1402,1588,RT @Ambitocom: Alemania emite alerta por riesgo a quinta ola de Covid-19 https://t.co/GB7TiywpxT,es,"Lomas de Zamora, Argentina",2021-11-20 12:51:07.000,COVID,negative,0.00,0.02,0.98,RT @Ambitocom: Germany issues alert for risk to fifth wave of Covid-19 https://t.co/GB7TiywpxT,0
1462222041092964352,"Alex Meshkin, GED",alexmeshkin,17250666,0,1558,3151,"Friendly reminder from February

""The numbers Americans should be emphasizing are that all three vaccines have proven 100% effective at preventing deaths. The risk of hospitalization also plummets to virtually zero for people who receive the vaccine""
https://t.co/ldev2jKXQS",en,,2021-11-21 00:51:16.000,COVID,negative,0.14,0.12,0.74,NULL,0
1462239910329565193,Won´t get fooled again,Wontgetfooleda7,1400120634064183302,17,47,121,RT @HCStrache1: Irland hat bereits eine Impfquote von fast 90%. Und wurde vom RKI jetzt als Hochrisikogebiet eingestuft… wegen explodierend…,de,,2021-11-21 02:02:16.000,COVID,negative,0.00,0.00,1.00,RT @HCStrache1: Ireland already has a vaccination rate of almost 90%. And has now been classified by the RKI as a high-risk area... because of exploding...,0
1462267351626248196,Nicole McTague,MctagueNicole,1278746836631601152,56,1037,332,"RT @Robber_Baron_: 🌍 Scientists can't figure out why Africa isn't having a covid crisis

📈 Economists are confused why inflation is rising…",en,Canada,2021-11-21 03:51:18.000,COVID,negative,0.00,0.00,1.00,NULL,0
1462315427770650624,ateş,theRock779,1455551112065466372,152,83,138,"RT @gorkemiyimisin: Corona Virüs her yaş grubu için risk arzediyor. Herkes suan grip. Online eğitim hakkımız, bunu sağlığımız için istiyoru…",tr,,2021-11-21 07:02:21.000,COVID,mixed,0.32,0.02,0.66,"RT @gorkemiyimisin: Corona Virus poses a risk to all age groups. Everybodys got the flu. Our right to online education, we want it for our health...",0
1462330528925945856,Klaus-D. Sedlacek,sedlacek_d,833733476373377024,0,238,25,Coronavirus weltweit: Belgien und Großteil der Niederlande nun Corona-Hochrisikogebiete https://t.co/T6qFMnM00h,de,Deutschland,2021-11-21 08:02:21.000,COVID,negative,0.00,0.03,0.97,Coronavirus worldwide: Belgium and most of the Netherlands now have high-risk corona areas https://t.co/T6qFMnM00h,0
