TwitterID,UserName,TweeterHandle,UserID,RetweetCount,FollowerCount,FriendCount,TweetText,TweetLanguage,Location,Time,TweetSourceType,Sentiment,ConfidencePositiveSen,ConfidenceNeutralSen,ConfidenceNegativeSen,TranslatedText,UAEInterest
1464653641810391045,Anadelastejasverdes,AnaAlvarezSanc6,1447316399463051266,235,213,252,"RT @CapitanBitcoin: Quieren imponer el pasaporte covid en toda la UE. Nadie podrá pisar un bar, cine o avión sin el papel con las dosis...…",es,,2021-11-27 17:53:34.000,COVID,neutral,0.01,0.89,0.10,"RT @CapitanBitcoin: They want to impose the covid passport across the EU. No one will be able to step on a bar, cinema or plane without the paper with the doses......",0
1464683846222372866,jack,jackcolleton,340875095,4,2721,3007,"RT @Channel4News: The government is set to implement a new Covid testing regime for travellers and tightened mask wearing rules.

Boris Joh…",en,,2021-11-27 19:53:36.000,COVID,neutral,0.03,0.89,0.08,NULL,0
1464683846239150088,gwen🌼,gwenaelle_rdgz,815881708503437312,7006,134,356,RT @C_ATLAN_TAPIERO: Grosse blague 70%de contamination en avion alors qu’il faut un pass et un PCR négatif et seulement 20% dans le métro e…,fr,"Toulouse, France",2021-11-27 19:53:36.000,COVID,negative,0.00,0.00,1.00,RT @C_ATLAN_TAPIERO: Big joke 70% of contamination in plane when it takes a pass and a negative PCR and only 20% in the metro and ...,0
1464683846939652100,Yamy,Yamylove70,933135653264547840,0,1303,1710,"Que medidas ha tomado México referente a la nueva variante de la covid???  ya cerró fronteras, revisa vuelos procedentes de SudAfrica??, los barcos,los puertos, las fronteras ?? que ha hecho??? ""vamos a congregarnos en el Zocalo "" https://t.co/3LhuEBu9um",es,,2021-11-27 19:53:36.000,COVID,neutral,0.07,0.89,0.04,"What measures Mexico has taken regarding the new variant of covid???  already closed borders, checks flights from South Africa??, ships, ports, borders ?? what he has done??? we are going to congregate in the Zocalo https://t.co/3LhuEBu9um",0
1464714054312730624,ChrissiLee,ItsMeChrissilee,1289310766210772992,783,325,2290,RT @RepSwalwell: We can’t take Covid chances going into Winter and with new variants forming. Air travelers should be required to show proo…,en,"Spokane, WA",2021-11-27 21:53:38.000,COVID,neutral,0.08,0.88,0.04,NULL,0
1464777185017962501,Anees,Anees36926411,1344141554265563136,6,42,149,RT @sohailimrangeo: اومی کرون اور سفری پابندیوں کی وجہ سے انڈیاکرکٹ ٹیم کا دورہ ساوتھ افریقہ خدشات کا شکار ہے ۔ ان حالات میں مکمل سیریز ہوت…,ur,,2021-11-28 02:04:29.000,COVID,negative,0.03,0.29,0.68,"RT @sohailimrangeo: India cricket teams visit to South Africa is a source of concern due to The Omy Karun and travel restrictions. In these circumstances, the full series is...",0
1464882922582904832,Mugwump,ozaed,15806521,15,1179,4298,"RT @ClaudiaZettel: ""Der Flughafen Lübeck gehört einem Unternehmer und Mediziner, der nach eigenen Angaben einen Impfstoff gegen Corona im S…",de,Interzone,2021-11-28 09:04:39.000,COVID,neutral,0.02,0.89,0.09,"RT @ClaudiaZettel: Lübeck Airport belongs to an entrepreneur and physician who, according to his own statements, has a vaccine against Corona in the S...",0
1464970800704880641,Georgina Siri🐨,gteasts,3576597853,2,2160,3006,RT @AndrewW89846090: @dbRaevn @PCKJ3627 Can we presume that there are still no virus checks being conducted on passengers pre-flight? Then…,en,,2021-11-28 14:53:51.000,COVID,positive,0.67,0.27,0.06,NULL,0
1465018851972820995,Snex,5n3x,96431121,31,194,796,RT @pavel23: 10% der Passagiere in einem Flieger Corona-positiv. Das ist sicher kein Einzelfall. Der ganze Flugverkehr ist offensichtlich e…,de,"Bochum, Germany",2021-11-28 18:04:47.000,COVID,positive,0.67,0.29,0.04,RT @pavel23: 10% of passengers on a plane Corona-positive. This is certainly not an isolated case. All air traffic is obviously a...,0
1465064147280973825,Michael Systemrelevant Schneider,DB8GM,20088465,32,1266,2127,"RT @SPIEGEL_EIL: 61 Passagiere, die mit zwei Maschinen aus #Südafrika in Amsterdam ankamen, waren Corona-positiv. Jetzt steht fest: 13 von…",de,Rastatt,2021-11-28 21:04:46.000,COVID,positive,0.47,0.45,0.08,RT @SPIEGEL_EIL: 61 passengers arriving in Amsterdam on two planes from #Südafrika were Corona-positive. Now its clear: 13 of...,0
1465076523795247106,Rebeccasoffice (18+),RebeccasOffice,11832042,1,19991,2276,RT @RebeccasOffice: What is your perspective on how the holidays will be for you this year and how it relates to post-Covid economics.  htt…,en,Arizona,2021-11-28 21:53:57.000,COVID,neutral,0.06,0.92,0.02,NULL,0
1465109454047879169,Martin Konold - geboostert,konold,32620610,53,602,390,"RT @AlexMeisel89: Lieber @OlafScholz, Sie sind am 11.9. im Flugzeug eine längere Zeit neben mir ohne Maske gesessen. Sind Sie sicher, dass…",de,Tübingen,2021-11-29 00:04:48.000,COVID,neutral,0.02,0.98,0.00,"RT @AlexMeisel89: Dear @OlafScholz, you sat next to me on the plane for a long time on 9/11 without a mask. Are you sure that...",0
1465200080512856065,Michael Quandt,mqua,21696197,0,1429,890,"Und Paxe 15 Minuten in einem vollen Bus vor dem Flieger warten zu lassen, ist in Pandemiezeiten auch eher suboptimal @easyJet_DE #paxex #corona #covid",de,Berlin,2021-11-29 06:04:55.000,COVID,negative,0.00,0.00,1.00,And having Paxe wait 15 minutes in a full bus in front of the plane is also rather suboptimal in times of pandemic @easyJet_DE #paxex #corona #covid,0
1465200085030031363,Baba M,BabaM10013572,1458024517201276933,4,35,367,RT @mshambuliaji: Rais wa Afrika Kusini Cyril Ramaphosa amelaani marufuku ya kusafiri iliyowekwa dhidi ya nchi yake na majirani zake kutoka…,in,,2021-11-29 06:04:57.000,COVID,negative,0.00,0.03,0.97,RT @mshambuliaji: South African President Cyril Ramaphosa has condemned a travel ban imposed on his country and its neighbours from...,0
1465320911389839360,2️⃣𝕸𝖊𝖘𝖘𝖆𝖔𝖚𝖉𝖎,kamalraouf55,1375944664172347400,0,422,208,"So could you extract from the Great Quran what proofs that virus corona was sent by Allah to verify your fatwa to demolish the global warming theory.
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/QaQb2llR7U
37
#Torment_Planet_Has_Neared
 Omicron
NTn4hf",en,United States,2021-11-29 14:05:04.000,COVID,negative,0.25,0.01,0.74,NULL,0
1465333274620878856,footmdrph,footmdrph,15350736,0,28868,31572,"“This variant has already spread into Europe and likely on into the United States, so travel restrictions now will do little. “
 COVID omicron variant – how worried should you be?

https://t.co/e6lWkk3Sgw",en,"Absecon, NJ",2021-11-29 14:54:11.000,COVID,negative,0.00,0.01,0.99,NULL,0
1465484311348588557,😒 El pelón con suelas de hule 🇲🇽🇮🇱,JoseBoquitas5,1080271741598007296,41,3702,3736,"RT @ManadaPolitica: Mientras que el planeta entero lucha por contener al COVID, López se concentra en llenar el zócalo.",es,"Veracruz, México ",2021-11-30 00:54:21.000,COVID,negative,0.01,0.14,0.85,"RT @ManadaPolitica: As the entire planet struggles to contain COVID, Lopez is focused on filling the plinth.",0
1465547439641804800,kumparan,kumparan,759692754985242625,0,764610,3,"Mereka baru saja melakukan perjalanan dari Afrika Selatan, yang merupakan tempat munculnya virus corona varian Omicron. #kumparanTRAVEL https://t.co/vPJDQSuqtF",in,,2021-11-30 05:05:12.000,COVID,neutral,0.00,0.99,0.01,"They had just travelled from South Africa, which is the site of the Omicron variant coronavirus. #kumparanTRAVEL https://t.co/vPJDQSuqtF",0
1465590026398404614,Shánu,ShanuAhluwalia,876105348,44,1511,4174,RT @rupashreenanda: #Breaking Delhi CM @ArvindKejriwal requests PM to ban flights from 'at risk' countries in the wake of the threat posed…,en,India,2021-11-30 07:54:26.000,COVID,negative,0.00,0.00,1.00,NULL,0
1465622966088122372,Begüm Böhürler 🇹🇷,begumbohurlerr,316747770,5,14837,3257,"RT @DeutscheWelle: Im Frühjahr reisten Deutsche nach Russland, um sich früher gegen #Corona impfen zu lassen. Inzwischen hat sich die Situa…",de,"İstanbul, Türkiye",2021-11-30 10:05:19.000,COVID,neutral,0.01,0.87,0.12,"RT @DeutscheWelle: In the spring, Germans travelled to Russia to be vaccinated earlier against #Corona. In the meantime, the Situation...",0
1465638061581250562,szpirna,szpirna,1016947739521843200,0,134,35,Elf weitere Schulen in SOE von Schließungen betroffen. Trotz Corona sollten die Schulen offen bleiben. Das wird aber immer schwieriger. Sind vorgezogene Ferien eine Lösung? (SZ+) https://t.co/RXTphDTAlD,de,,2021-11-30 11:05:18.000,COVID,mixed,0.39,0.11,0.50,"Eleven more schools in SOE affected by closures. Despite Corona, schools should remain open. But this is becoming more and more difficult. Are early holidays a solution? (SZ+) https://t.co/RXTphDTAlD",0
1465638070305316867,H.N.I.C 🦅,HNIC89963721,1358840146725130245,12,190,2498,"RT @Steinhoefel: Jetzt muss Sachsen (und Südafrika) sofort mit Militär  abgesperrt, es müssen sämtliche Flüge aus und nach Sachsen verboten…",de,Neverland,2021-11-30 11:05:20.000,COVID,negative,0.00,0.01,0.99,"RT @Steinhoefel: Now Saxony (and South Africa) must immediately be closed off with the military, all flights to and from Saxony must be banned...",0
1465725957080117248,Whitefield Rising,WFRising,2242672866,18,22690,526,"RT @XpressBengaluru: #TNIENewsBulletin
All international passengers to be tested in Karnataka says @mla_sudhakar. 15 students from Kerala t…",en,Whitefield Bangalore,2021-11-30 16:54:34.000,COVID,neutral,0.03,0.92,0.05,NULL,0
1465909921086689284,Since Independence,SinceIndepende1,1388915530795417600,0,18,28,"Important news for railway passengers. After the introduction of the new variant of Corona, Omicron, the Railways has come into 'alert mode'. #Corona #Omicron #OxygenPlant #railwayhospitals #railways #UnreservedTicketingSystem

https://t.co/vjjSHHcdgw https://t.co/6HMtgqw17E",en,"Jaipur, India",2021-12-01 05:05:35.000,COVID,neutral,0.02,0.97,0.01,NULL,0
1465952528617676806,♑emi♡༄,MiskoNoemi,350644980,4397,138,1062,"RT @DwayneDavidPaul: Remember when most early NYC COVID cases came from Europe, but the US government banned travel from Asia instead?",en,💚Literally crying abt GOT7💚,2021-12-01 07:54:53.000,COVID,negative,0.00,0.01,0.99,NULL,0
1465952528907055106,Richard Bullard,richardbullard2,2301913622,78,669,641,RT @HughEdw31897368: Hundreds of people dying from Covid  in the Netherlands every week says Anna Holligan outside Schipol Airport. Well ov…,en,,2021-12-01 07:54:53.000,COVID,mixed,0.36,0.12,0.52,NULL,0
1465997844150632448,Brian R Mitchell,brianrmitchell4,1163556061497966592,0,4580,3980,"Early days still…. but finally it looks like the federal government is learning from it’s many mistakes during the pandemic!   Ottawa requiring COVID-19 testing for some travellers, consulting experts on booster shots | CBC News https://t.co/Axuo7dGJyC",en,"Toronto, Ontario",2021-12-01 10:54:57.000,COVID,negative,0.01,0.00,0.99,NULL,0
1466103569896165385,Daniel Thornton,Panamadan61,808817799363723265,0,435,881,COVID Biden Considering Forcing International Travelers–Including U.S. Citizens–to Quarantine.... BUT NOT ILLEGALS.. SUCKERS.... https://t.co/g3QVBMBueJ,en,,2021-12-01 17:55:04.000,COVID,negative,0.01,0.32,0.67,NULL,0
1466242210161049601,Hindon Airport,AaiHindon,1182676848141930496,5,394,35,"RT @MoCA_GoI: Attention Travellers! 

Make sure that you are taking all the necessary precautionary measures and be a #COVIDHero. Take a lo…",en,Ghaziabad,2021-12-02 03:05:59.000,COVID,positive,0.88,0.09,0.03,NULL,0
1466269707665739776,Neelam Sharma,neelam_sharma22,76017253,1,312,717,"RT @news18dotcom: International passengers subject to random COVID-19 test can leave airport after sample is given: MoCA.

https://t.co/CQg…",en,USA,2021-12-02 04:55:14.000,COVID,neutral,0.03,0.94,0.03,NULL,0
1466345229150216194,Zabou_pdlg+,Zabou_pdlg,117893901,1,2361,995,"RT @GaucheChrist: En plus de la nouvelle vague de COVID, nouvelle vague de prof bashing 🌊 🏄‍♀️.
Hâte d'être en vacances et de vous oublier,…",fr,"Ubi caritas, Deus ibi est",2021-12-02 09:55:20.000,COVID,positive,0.91,0.08,0.01,"RT @GaucheChrist: In addition to the new wave of COVID, a new wave of teacher bashing ?? ?? ??.
Cant wait to be on vacation and forget about yourself,...",0
1466347961764438019,Marianne Houkamp,MarianneHoukamp,932285106,383,740,1296,"RT @roxanevaniperen: Vandaag gaat de 4e verlenging van de Corona ‘noodwet’ (Twm) in, De Jonge acht een 5e verlenging reëel. Er is geen kabi…",nl,Utrecht,2021-12-02 10:06:12.000,COVID,neutral,0.01,0.96,0.03,"RT @roxanevaniperen: Today the 4th extension of the Corona emergency law (Twm) goes into place, De Jonge considers a 5th extension realistic. There is no cabin...",0
1466363055835697153,zahid ali ilyas ashraf,gFG148rD1ke0Dua,1432376658225414150,0,1,14,@maryashakil @abhisar_sharma @CNNnews18 Why this stupid government not closing flight they want to kill thousands people same like previous corona …,en,,2021-12-02 11:06:10.000,COVID,negative,0.00,0.00,1.00,NULL,0
1466405646115483652,The Iron Labia,TheIronLabia,1417903322560925703,0,957,741,@AnotherWeaver1 @BraddockBessie During covid when the buses had passenger limits and often were not picking people up I had to send my girls to school and back in uberdls even though it is a walkable distance because I was scared about men like that targeting girls in school uniform on their 40 min walk.,en,,2021-12-02 13:55:25.000,COVID,negative,0.00,0.00,1.00,NULL,0
1466420747451183112,DISCOVER AFRICA TRAVEL,leisure2travel,197414922,4,75,52,"RT @NatGeoTravel: Cremona is 2,200 years old. It has survived invasions, insurrections, and infections before, but COVID-19 pandemic hit th…",en,CAPE TOWN,2021-12-02 14:55:25.000,COVID,negative,0.03,0.29,0.68,NULL,0
1466438593992400913,Miaou.,melsevani,2147607128,0,70,100,"@Link59Sim Moi je suis confinée depuis 1 semaine parce que j'ai le corona. Plus de goût ni d'odorat pour les fêtes, jsuis au top 🙃",fr,,2021-12-02 16:06:20.000,COVID,positive,0.64,0.26,0.10,"@Link59Sim I have been confined for 1 week because I have corona. No more taste or smell for the holidays, I am at the top ??",0
1466589599791157248,Joy Love,LoveJoy2120,1976141797,0,907,1141,"@mdnij34 It was enough to spread it. 
Airplanes open boarder shouldn't have open
It's like the authority knowingly allow another creation of the Corona virus to affect population and this cycle will continue who didn't see this coming has lost the ability to overcome the threats Pandemic",en,United States,2021-12-03 02:06:23.000,COVID,negative,0.01,0.09,0.90,NULL,0
1466650024595447822,naii. 💛,Rin_naii,157592868,0,159,303,"Me: yeiy my vacation approved!
Corona: here my new variant

FCK",en,Dunia Digital,2021-12-03 06:06:29.000,COVID,positive,0.82,0.14,0.04,NULL,0
1466801081720180750,Michael Podevyn,Mickiflodi,351689871,0,1271,1012,"@ockhams @rubyora Zelfde met hospitalisaties trouwens.   Ongemakkelijke waarheid, maar het is dat massaal testen op corona van mensen die van in de verste verte niet ziek zijn dat deze crisis kunstmatig in stand houdt.",nl,"New York, NY",2021-12-03 16:06:44.000,COVID,negative,0.01,0.00,0.99,"@ockhams @rubyora Same with hospitalizations, by the way.   Inconvenient truth, but it is that massive testing for corona of people who are not remotely sick that artificially perpetuates this crisis.",0
1466816185320841218,Laura,LDV2222,561080358,2,689,586,RT @junte_w: @burgercomiteeu Dit demissionaire kabinet per direct onder curatele vanwege staatsgevaarlijk handelen. Breekt de democratie af…,nl,The Netherlands,2021-12-03 17:06:45.000,COVID,negative,0.02,0.06,0.92,RT @junte_w: @burgercomiteeu This outgoing cabinet is immediately under guardianship due to state-dangerous actions. Breaks down democracy...,0
1466891700396253188,Abdulneem abdulaziz tariq,abdulaziz9612,2586578106,2,1314,4973,"RT @GrignwanZikaln: #Torment_Planet_Has_Neared 

..Disaster of corona war and climate war will surely intensify.
Imam Mahdi Nasser Mohammad…",en,,2021-12-03 22:06:49.000,COVID,negative,0.00,0.00,1.00,NULL,0
1467236348998389772,Thetamind,thetamind37,2380027602,953,1113,1707,"RT @JeffereyJaxen: PANDEMIC OF THE VACCINATED... 
REUTERS: 62 people who tested positive for COVID-19 after arriving on two flights from So…",en,,2021-12-04 20:56:20.000,COVID,negative,0.14,0.19,0.67,NULL,0
1467462902676398080,OLADIPUPO,Azemmbo,4701668760,882,1920,1973,"RT @OgbeniDipo: Majority of the new cases of the COVID-19 variant - Omicron, are in Europe. No travel ban across Europe. 

This is a clear…",en,🇳🇬,2021-12-05 11:56:34.000,COVID,positive,0.37,0.27,0.36,NULL,0
1467541163775250436,I. Witt,RestoRhine,990534064674426880,36,212,246,"RT @drluebbers: Bin gerade am Flughafen extrem gründlich auf spitze Gegenstände, Flüssigkeiten und Sprengstoff kontrolliert worden. Aber ob…",de,"Düsseldorf, Deutschland",2021-12-05 17:07:33.000,COVID,neutral,0.19,0.79,0.02,"RT @drluebbers: I was extremely thoroughly checked for sharp objects, liquids and explosives at the airport. But whether...",0
1467571362864812035,Stimmviech,Stimmviech2,1444333244275691526,197,28,392,"RT @drluebbers: Bin gerade am Flughafen extrem gründlich auf spitze Gegenstände, Flüssigkeiten und Sprengstoff kontrolliert worden. Aber ob…",de,,2021-12-05 19:07:33.000,COVID,neutral,0.19,0.79,0.02,"RT @drluebbers: I was extremely thoroughly checked for sharp objects, liquids and explosives at the airport. But whether...",0
1467749861101654019,b',bjcrochet,466319594,53,6345,3801,"RT @AmoneyResists: After 9/11, the @GOP implemented new security measures for flights &amp; passed “the Patriot Act” allowing them to surveil,…",en,,2021-12-06 06:56:51.000,COVID,neutral,0.36,0.58,0.06,NULL,0
1467946206571733001,Subnormàlia,Subnormaliacat,1448723402055831559,44,505,142,RT @victordiscovery: El Regne Unit demanarà a tots els viatgers una prova negativa de covid-19  encara que estiguin vacunats. https://t.co/…,ca,In my ASSperger situation😁,2021-12-06 19:57:03.000,COVID,negative,0.00,0.02,0.98,RT @victordiscovery: The UK will ask all travellers for a negative covid-19 test even if they are vaccinated. https://t.co/...,0
1468172762090926082,Katherine Jones,kattrejones,967625413,140,264,1049,RT @freethought202: QLD Govt press conference today ... “ we have had 24 cases the last week from interstate travellers detected in quarant…,en,,2021-12-07 10:57:18.000,COVID,neutral,0.00,0.97,0.03,NULL,0
1468218075199807498,"Penso, logo hesito",fmansur12,2278890587,28,115,471,RT @slan19467036: A gripe “voltou” das férias pra trabalhar no reveillon e carnaval enquanto a Covid vai sair de férias para voltar depois…,pt,,2021-12-07 13:57:21.000,COVID,negative,0.02,0.09,0.89,RT @slan19467036: The flu came back from the holidays to work on New Years Eve and Carnival while Covid goes on vacation to return after...,0
1468266114048274432,Jürgen Tißen,juertiss,2879451141,0,1881,571,"„…diese Menschen werden zunehmend mehr Ausgrenzung erfahren. Sie sind eine kleine Minderheit. Sie werden halt nicht mehr fliegen können, sie werden nicht mehr mit der Bahn fahren können, sie werden Restaurants, Kinos, Theater nicht mehr besuchen können.“ https://t.co/SmF07xCrmT",de,,2021-12-07 17:08:15.000,COVID,negative,0.02,0.14,0.84,"... these people will experience more and more exclusion. They are a small minority. They will no longer be able to fly, they will no longer be able to travel by train, they will no longer be able to visit restaurants, cinemas, theatres. https://t.co/SmF07xCrmT",0
1468323798655148042,Tom Flowers 🎧,TomFlowers,293768205,0,36730,40745,"⚡️ “As covid persists, nurses are leaving staff jobs — and tripling their salaries as travelers” by @washingtonpost https://t.co/G9eSPZ1TjN",en,"Neptune Beach, Florida, USA",2021-12-07 20:57:28.000,COVID,neutral,0.02,0.72,0.26,NULL,0
1468386936087887877,Lo,Lo360,63854093,15,139,661,"RT @Eccetina: Los visitantes de los vuelos y la isla de los pedofilos de Jeffrey Epstein: El zángano de la corona inglesa, Andrew; Donald T…",es,All around,2021-12-08 01:08:21.000,COVID,neutral,0.01,0.84,0.15,"RT @Eccetina: Visitors to Jeffrey Epsteins Flights and Pedophile Island: The English Crown Drone, Andrew; Donald T...",0
1468492663313911809,Steven J. Morell 🇮🇱🇪🇺😷,StevenJMorell,867461425,0,1679,2562,"@webaddicted @Farbegegenbraun @jiggyypepper Du mit deiner moralischen Überheblichkeit bist kein bisschen besser.

Mir ist es übrigens lieber Corona Nazis bringen sich selber um, als einen unschuldigen 20 jährigen Tankwart oder einen mutigen Politiker.",de,"San Jose, CA",2021-12-08 08:08:28.000,COVID,negative,0.00,0.00,1.00,"@webaddicted @Farbegegenbraun @jiggyypepper you are no better with your moral arrogance.

By the way, Id rather corona Nazis kill themselves than an innocent 20-year-old gas station attendant or a courageous politician.",0
1468537971821486086,anja,anjameijdam,592653858,1,63,121,"RT @lobkevlaming: Oproep #ouders: geef je mening in onze peiling!
Over besmettingen op #school, #coronamaatregelen, verlengde kerstvakantie…",nl,,2021-12-08 11:08:31.000,COVID,neutral,0.02,0.96,0.02,"RT @lobkevlaming: Call #ouders: give your opinion in our poll!
About infections on #school, #coronamaatregelen, extended Christmas holidays...",0
1468553061937287170,Dainik Bhaskar,DainikBhaskar,67378160,0,2151257,109,"कोरोना देश में LIVE:गोवा में भी ओमिक्रॉन के पहुंचने की आशंका, रूस से लौटे यात्रियों में संक्रमण के लक्षण
https://t.co/EQaL6SWjj7
#Goa #Omicron #Corona https://t.co/cuhMQS0Xu1",hi,India,2021-12-08 12:08:29.000,COVID,neutral,0.04,0.88,0.08,"Corona LIVE in the country: Omicron expected to arrive in Goa too, signs of infection among passengers returning from Russia
https://t.co/EQaL6SWjj7
#Goa #Omicron #Corona https://t.co/cuhMQS0Xu1",0
1468701393208979457,Yuisa,YuisaMya,1392967237083058178,1,68,438,RT @ConfPlanning: @Delta my husband and I are in Puerto Rico and we are traveling home on Wednesday of this week. We got a notification we…,en,,2021-12-08 21:57:53.000,COVID,neutral,0.09,0.88,0.03,NULL,0
1468746701754281991,Lisiete Bressanim,LisieteB,1063291247274721280,3347,303,244,"RT @PrisonPlanet: France, which has had strict mask mandates and vaccine passports in place for months, just hit its highest COVID case rat…",en,,2021-12-09 00:57:56.000,COVID,neutral,0.02,0.95,0.03,NULL,0
1468761799856046080,Dark Knight,DarkKni19951804,1149654795034214400,59,947,1030,RT @Censelio: Negacionistas del covid planeaban asesinar a gobernador alemán https://t.co/9pkT2I8ApC,es,Chile,2021-12-09 01:57:56.000,COVID,negative,0.01,0.24,0.75,RT @Censelio: Covid deniers planned to assassinate German governor https://t.co/9pkT2I8ApC,0
1468807117104582656,Joe Fisher,JoeFish83384135,1359556517272248322,3678,19,84,"RT @PrisonPlanet: France, which has had strict mask mandates and vaccine passports in place for months, just hit its highest COVID case rat…",en,,2021-12-09 04:58:00.000,COVID,neutral,0.02,0.95,0.03,NULL,0
1468885380959281153,Allgemeine Zeitung,aznachrichten,56752711,0,28744,152,"Eine Corona-Variante und hohe Inzidenzen: Der Öffentlichkeit werde suggeriert, dass Fliegen in Pandemiezeiten sicher sei. Wie Flugbegleiter die Situation einschätzen.

https://t.co/peQw3Tpbsi",de,"Germany, Mainz",2021-12-09 10:09:00.000,COVID,positive,0.63,0.26,0.11,"A corona variant and high incidences: The public is suggested that flying is safe in times of pandemic. How flight attendants assess the situation.

https://t.co/peQw3Tpbsi",0
1468897741044543488,bee 🍕,prettyfeckinodd,1058335665933316097,0,13,278,"lmao my dads flight apparently had a covid case on it 
hope he gets a negative test back in time to make his flight home
i miss him :///",en,they/them | 17,2021-12-09 10:58:06.000,COVID,negative,0.19,0.00,0.81,NULL,0
1469033672686944256,bobiglad,BigandG,1427323388725497858,191,43,112,"RT @BanounHelene: Sentinelles, réseau de surveillance 
virus respiratoires typés sur 669 patients prélevés en cabinet de ville
6,3% de Sars…",fr,,2021-12-09 19:58:15.000,COVID,neutral,0.01,0.88,0.11,"RT @BanounHelene: Sentinels, surveillance network 
respiratory viruses typed on 669 patients collected in city offices
6.3% of Sars...",0
1469184703962185728,Wiz🎗,Elicarquinyoli,21644083,69,316,1570,"RT @RussInCheshire: ""Brexit done"" 
Nope, not remotely done

""Covid policy worked""
Worst death toll in developed world and worst economy in…",en,"Liverpool/Barcelona ",2021-12-10 05:58:24.000,COVID,negative,0.00,0.00,1.00,NULL,0
1469365945391104003,Diane Crawford 🇨🇦,retiredknitwit,1216746750918131714,0,5129,3964,@kylegriffin1 Airlines want to minimize the spread of Covid. Better for business.,en,"Ontario, Canada 🇨🇦",2021-12-10 17:58:35.000,COVID,positive,0.98,0.02,0.00,NULL,0
1469383785774997510,الدعاء الا رحمة أرحم الراحمين,AldRhmt,1463229355635576834,0,9,179,"@TheMoonCarl An Audio Statement in English, titled:
Corona Virus And The Decisive Statement That It Is Not To Be Taken for Amusement
Imam Mahdi Nasser Mohammed Al-Yamani
26 - Ramadan- 1441 AH
19 - 05 - 2020 AD
https://t.co/F3FtyEUYaJ
2
#Planet_X_Has_Approached
 Omicron
LO6rN4",en,,2021-12-10 19:09:29.000,COVID,negative,0.00,0.07,0.93,NULL,0
1469411256872628226,Mamasmurf1965,mimismurf965,4183046769,2001,2392,3057,"RT @PrisonPlanet: If the COVID cases don't spike, they'll say it's because of the restrictions they imposed.

If they do spike, they'll say…",en,,2021-12-10 20:58:38.000,COVID,neutral,0.02,0.82,0.16,NULL,0
1469516975797723139,CA,AudreyCaxx,1357138855485460481,4,3,76,RT @Forbes: This is due to host nation China’s stringent pandemic travel restrictions that places a limit on the number of flights entering…,en,,2021-12-11 03:58:43.000,COVID,negative,0.00,0.16,0.84,NULL,0
1469564973605330945,Finn Harvor,finn_harvor,4186684565,0,852,2500,#COVID19 #coronavirus #pollution #Corona #미세먼지 #코로나. It’s my birthday! … smiley face. The world is going to hell in a hand basket! … frowny face. We live on a complex planet where go and bad phenomena coexist; that’s esp true re: Covid-19 and its effects on pollution. https://t.co/hZILl8SlSv,en,Seoul,2021-12-11 07:09:27.000,COVID,mixed,0.20,0.13,0.67,NULL,0
1469640515410968578,Marianne,madelief114,769539288371453952,10,467,399,"RT @Peb1965: Al die recklames over hoe ‘lief’ we voor elkaar moeten zijn omdat de feestdagen komen,ondertussen is er verdeling,uitsluiting…",nl,,2021-12-11 12:09:38.000,COVID,negative,0.14,0.01,0.85,"RT @Peb1965: All those recklames about how nice we have to be to each other because the holidays are coming, meanwhile there is division, exclusion...",0
1469731143863971846,Gaby 🤠,flatterweib,1702987874,0,551,335,Bus und Bahn fahren sofort verbieten #Corona,de,Kurz vor Ö,2021-12-11 18:09:45.000,COVID,neutral,0.02,0.96,0.02,Bus and train travel immediately prohibit #Corona,0
1470048299466043402,"Emiliano Díaz ",Emi76832087,2731908268,23,23,52,"RT @diegofmejia: ¿Final de una era? Max Verstappen rompe la racha de títulos de los pilotos de Mercedes, impide un quinto consecutivo de Ha…",es,"General Pueyrredón, Argentina",2021-12-12 15:10:01.000,COVID,neutral,0.16,0.80,0.04,"RT @diegofmejia: End of an era? Max Verstappen breaks mercedes drivers streak of titles, prevents a fifth consecutive Ha...",0
1470048304637661186,Jesús David,DavidCasanova18,356467617,23,1065,2801,"RT @diegofmejia: ¿Final de una era? Max Verstappen rompe la racha de títulos de los pilotos de Mercedes, impide un quinto consecutivo de Ha…",es,,2021-12-12 15:10:02.000,COVID,neutral,0.16,0.80,0.04,"RT @diegofmejia: End of an era? Max Verstappen breaks mercedes drivers streak of titles, prevents a fifth consecutive Ha...",0
1470166405840580612,casey⁷ is talking to the stars,bangtanhrvy,1079006789574758400,0,1741,4951,"@FlightAwayErin they couldnt meet us on tour CUS of Covid they didn’t lie about that , because if they did and then caught covid off someone they would have had to cancel tour so they didn’t lie",en,shinee’s back,2021-12-12 22:59:20.000,COVID,negative,0.00,0.00,1.00,NULL,0
1470214495473750019,definetly not wlw,jackhatesjos3,1457568337815392264,0,123,129,i’m really gonna be traveling this year fuck corona cirus!,en,,2021-12-13 02:10:25.000,COVID,negative,0.00,0.00,1.00,NULL,0
